Channel Title,Channel Username,ID,Date,Media Path,Messages_cleaned
ምርጥ ዕቃ,@MerttEka,4856,2024-01-31 13:44:11+00:00,photos\@MerttEka_4856.jpg,"የጫማ፣ የጫማ ገበር እና ሰንደል ጫማ ማድረቂያ
 ይተጣጠፋል፣ 360° ይዞራል
 በአንድ ግዜ ሁለት ጥንድ ጫማ ከነገበሩና ማሰሪያው ጋር ያደርቁበታል
 ከጠንካራ ፕላስቲክ ስለተሰራ ሳይሰበር ለረጅም ጊዜ ይጠቀሙበታል

አንዱን  400 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4855,2024-01-31 05:01:43+00:00,photos\@MerttEka_4855.jpg,"በተች የሚሰራ ኦሪጅናል የሴራሚክ ምድጃ
 ማንኛውንም ድስት የሚያስጠቅም
 ፍሳሽ  የማያስገባ
3500 ሃይል የሚጠቀም

 7000 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4854,2024-01-30 15:50:13+00:00,photos\@MerttEka_4854.jpg,"የውሃ ማፍሊያና ማቅረቢያ በራድማንቆርቆሪያእብሪቅ
 ኪኒቶ፣ ጠላ፣ ጠጅ ፣ ብርዝ ፣ ቀሪቦ(ተሊሎ)እና መሪሳ ማቅረቢያ የሚፈለግ
የጀርመን ዲዛይን
3ሊትር የሚይዝ
አውቶማቲክ መክፈቻ
 ማንኛውም ነገር ላይ የሚጣድ
 የእንፏሎት ማስተንፈሻ ያለው
ውጫዊ አካሉ በግራናይት ስለተበጠ አይጠቁርም
 አንዱን 3200 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4853,2024-01-29 15:39:57+00:00,,
ምርጥ ዕቃ,@MerttEka,4850,2024-01-29 15:35:51+00:00,photos\@MerttEka_4850.jpg," የልብስ ማፅጂያ
 የፀጉር ብናኞችን፣ አባራ፣ ጥጥ እና መሰል ቆሻሻዎችን ከልብስዎ ላይ ያፀዱበታል
 ለሱፍ ልብስ፣ ለሶፋ፣ ለሹራብ፣ መጋረጃ ልብሶች እና አልጋ ልብሶች የሚሆን
 3 የስቲከር ጥቅል ያለው
 እያንዳንዱ ጥቅል 20 ጊዜ የሚተረተር ስቲከር አለው
 አንድ ለአያያዝ ምቹ የሆነ ሩሎ
  500 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4849,2024-01-29 15:24:22+00:00,,
ምርጥ ዕቃ,@MerttEka,4848,2024-01-29 15:23:09+00:00,photos\@MerttEka_4848.jpg,"የመፀዳጃ ቤት መቀመጫ ሽፋን
 መቀመጫው እንዳይቀዘቅዛችሁ እና እንዳያንሸራትታችሁ 
 በፅዳቱ በማይተማመኑበት መፀዳጃ ቤት ውስጥ ሲጠቀሙ ዘወትር በደስታ የሚገለገሉበት
 ለማልበስና ለማውጣት ቀላል
 500 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4846,2024-01-29 14:08:00+00:00,photos\@MerttEka_4846.jpg,"የኩኪስ መስሪያ ሞልዶች
 አራት አይነት ሆኖ እያንዳንዱ ቅርፅ 3  ፍሬ
  እያጠቡ ለብዙ ጊዜ የሚጠቀሙት ሞልድ
 ከ-50° እስከ 230° ድረስ ሙቀት ስለሚቋቋም ኦቭን ውስጥ ይገባል
 የበሰለውን ኩኪስ በቀላሉ ፈልቅቆ መመገብ ብቻ
 ያዘብኝ አልላቀቅ አለኝ ብለው አይጨነቁም
 750 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4843,2024-01-29 12:47:39+00:00,photos\@MerttEka_4843.jpg,"በቻርጅ የሚሰራ
 የቻርጅ ገመዱ አብሮ የተገጠመለት
4000 የባትሪ አቅም
2 አይነት ብርሃን
 3  የሚጠቀም  ሃይል ቆጣቢ
ለቤት ውስጥ፣ ለጨለማ ጉዞ፣ ለአደጋ ግዜ የሚፈለግ
1400 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4842,2024-01-29 05:48:35+00:00,photos\@MerttEka_4842.jpg,"በተች የሚሰራ ኦሪጅናል የሴራሚክ ምድጃ
 ማንኛውንም ድስት የሚያስጠቅም
 ፍሳሽ  የማያስገባ
 ባለ 600 ሃይል ቆጣቢ ግን ቶሎ የሚግል
ፌውዝ ያለው ባለ 3 ጫፍ ሶኬት
2750 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4840,2024-01-28 16:37:29+00:00,photos\@MerttEka_4840.jpg,"የቂጣ መጋገሪያ
 ለአሳንቡሳ፣ ለፖን ኬክ፣ ለፈጢራ ፣ለጨጨብሳ እና ለሻዋርማ ዝግጅት የሚፈለግ
  650 ይጠቀማል
  20ሣሜ ዲያሜትር የምጣድ ስፋት
የማይዝ ምጣድ
የሃይል መቆጣጠሪያ ያለው
1900 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4837,2024-01-28 13:27:08+00:00,photos\@MerttEka_4837.jpg,"አንደኛውና ኦሪጅናሉ
150 ሃይል የሚጠቀመው
ባለ ብረት ምላጩ
ቡናና ጥራጥሬዎችን እንዲሁም ቅመማ ቅመሞችን በፍጥነት የሚፈጨው ማሽንን
 በ 700 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4836,2024-01-28 12:52:57+00:00,,"ሃይል ይጠቀማል
ቋቱ እና ምላጩ የብረት
እስከ 400 ግራም የሚመዝን ቡና እና ጥራጥሬዎችን በሴከንዶች ውስጥ አድቅቆ ይፈጫል
 በርካታ ደንበኞቻችን የወደዱት ዕቃ

 1400 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4834,2024-01-28 04:51:59+00:00,photos\@MerttEka_4834.jpg,"የውሃ ማፍሊያ
 2.2 ሊትር ውሃ ያፈላል
 ጆጉ ለብቻው ይነቀላል
 ጆጉ የውሃ መጠን መለኪያ የተፃፈለት
 ውስጡ ከ ነፃ ከሆነ ቁስ የተሰራ
 ጆጉ ከፍተኛ ሙቀት ከሚቋቋም ብርጭቆ የተሰራ
 ጆጉ መብራት አለው
 የሃይል መቆጣጠሪያ ቴርሞስታት የተገጠመለት
 1500 

 2300 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4831,2024-01-27 14:01:38+00:00,photos\@MerttEka_4831.jpg,"ተለቅ ያለ የእንጀራ ማቅረቢያ
ከጠንካራ ማይካ የተሰራ
ማራኪ ውበት
 1600 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4830,2024-01-27 06:50:42+00:00,,
ምርጥ ዕቃ,@MerttEka,4829,2024-01-27 06:49:46+00:00,photos\@MerttEka_4829.jpg," የተለያዩ ምግቦችንና ዕቃዎችን
ይሸፍኑበታል
ብልሆች ደግሞ ፀጉራቸውን ከሻወር ውሃ/ከዝናብ ለመሸፈን ይጠቀሙበታል
አጥበው  ደጋግመው የሚጠቀሙበት
 100 ፍሬ
550 ብር ብቻ 

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4825,2024-01-26 16:51:28+00:00,photos\@MerttEka_4825.jpg,"በራሱ የሚቀላቅል ኩባያ
 ሁለት የሪሞት ባትሪ ድንጋይ የሚጠቀም
 ትኩሱም ሆነ ቀዝቃዛ ፈሳሽ ውስጥ የፈለጉትን ነገር በቀላሉ ይቀላቅልልዎታል
 ውስጡ የማይዝግ ብረት ስለሆነ ትኩሱን እና ቀዝቃዛውን ፈሳሽ ለረጅም ሰዓት ያቆያል
 ጉዞ ላይ እና ስራ ቦታዎ(ቢሮ) ውስጥ ይዘውት ቢጎነጩበት የሚመች
 መድሃኒት ለሚወስዱ ታማሚዎች በቀላሉ መድሃኒትዎን ከውሃ ጋር ለመቀላቀል የሚፈለግ
 ቡና፣ ወተት፣ ማኪያቶ፣ ጁስ እና መሰል መጠጦችን በፍጥነት ቀላቅለው ይጠጡበታል
 1000 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4822,2024-01-26 15:45:23+00:00,photos\@MerttEka_4822.jpg,"የፀጉር መተኮሻ
 ያበጥራል ይተኩሳል
 ለማንኛውም ፀጉር የሚሆን
ለሂውማን ሄር እና ዊግ የሚመች
 እስከ 750° ድረስ ስለሚግል ፈጣን ነው
 የተተኮሱት ፀጉር ለረጅም ቀን ውበቱን ጠብቆ እንዲቆይ ይረዳዎታል
 ሴራሚክ ስለሆነ ፀጉር ፈፅሞ አያቃጥልም
 1950 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4821,2024-01-26 13:49:28+00:00,photos\@MerttEka_4821.jpg,"ያለ ዘይት ምግብ ማብሰያ
 ሙሉ በሙሉ ዲጂታል የተገጠመለት
 ለአሮስቶ፣ ጥብሳ ጥብስ፣ ቺፕስ ፣ ኬክና መሰል ምግቦችን ያበስሉበታል
 በአንድ ጊዜ 8 ሊትር ምግብ ያበስሉበታል
 2400 ሃይል የሚጠቀም ፈጣን
ከዘይትና ቅባት ነፃ የሆነ ምግብ አብስለው በመመገብ ጤናዎን ይጠብቁ

 9500 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4817,2024-01-26 13:30:41+00:00,photos\@MerttEka_4817.jpg," 6 ዓይነት የመፀዳጃ ቤትና የንፅህና መጠበቂያዎች
1  ባለክዳን የቆሻሻ መጣያ ቅርጫት
1 የሻምፕ መርጫ
1 የጥርስ ሳሙናና ብሩሽ መያዢያ
1 የሳሙና ማስቀመጫ
 1 ሌሎች ነገሮች ማስቀመጫ ኩባያ
 አንድ የፅዳት ብሩሽ 
ሁሉንም 2800 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4811,2024-01-25 14:52:28+00:00,photos\@MerttEka_4811.jpg,"የካቻፕ/የዘይት/የአቼቶ መቀነሻ
 450  የሚይዝ
 የልኬት ፁሁፍ ያለው
 አንዱን 200 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4809,2024-01-25 14:41:44+00:00,photos\@MerttEka_4809.jpg,"ሙሉ ሰውነትዎን በስፖርት የሚያፈረጥሙበት
ለወንድና ለሴት የሚሆን
 ጂም ቤት መሄድ ሳያስፈልግዎ በቤትዎ ሆነው አካልዎን ያፈርጥሙ
 1200  ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4807,2024-01-25 06:36:51+00:00,photos\@MerttEka_4807.jpg,"የልጆች መመገቢያ የጡጦ ማንኪያ
  ማንኪያና ሳህን ይዞ ማብላት ቀረ
  ህፃናት ከእናት ጡት ወተት ውጭ ተጨማሪ ምግብ ለማለማመድ አስፈላጊ
 
 400 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4803,2024-01-24 16:07:48+00:00,photos\@MerttEka_4803.jpg,"እንቁላልና ክሬም ለመቀላቀል ተመራጭ
 አነስተኛ የኬክ ሊጥ ለማቡካት የሚመረጥ
 በተመጣጣኝ ዋጋ
 260 
 1450 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4802,2024-01-24 14:22:36+00:00,photos\@MerttEka_4802.jpg,"የዓይነት ወጣወጥ መጨለፊያ ጭልፋ
ከማይዝግ ብረት የተሰራ
 ማራኪ ዲዛይን
 አንዱን 300 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4801,2024-01-24 14:20:31+00:00,photos\@MerttEka_4801.jpg,"የወጥ መጨለፊያ ጭልፋ
ከማይዝግ ብረት የተሰራ
 ማራኪ ዲዛይን
 አንዱን 250 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4798,2024-01-24 09:28:04+00:00,photos\@MerttEka_4798.jpg,"የአጥንት መከትከቻ እና ስጋ መቀጥቀጨ
ከአልሙኒየም የተሰራ
 800 ብር

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4797,2024-01-24 08:29:00+00:00,photos\@MerttEka_4797.jpg,"የቡና ረከቦት
 ትልቁ መጠን
 በአልኮል/በሻማ ቡና ማሞቂያ ያለው የጀበና ማስቀመጫ
የስኳር ማቅረቢያ
 የከሰል እጣን ማጨሻ
 ባለ ሁለት ደረጃ ረከቦት
 17,500 ብር 

ለወዳጅዎ በማድረግ ይተባበሩን

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
ምርጥ ዕቃ,@MerttEka,4795,2024-01-24 08:02:05+00:00,photos\@MerttEka_4795.jpg,"ፍሪጅ ውስጥ እቃ ማስቀመጫ
 የሚሰፋ የሚጠብ
 ጠንካራ የማይሰበር
 አትክልት ፍራፍሬና እንቁላል ለማስቀመጥ የሚረዳ
 ፍሪጅዎን በሚገባ ለመጠቀም ይረዳዎታል
 አንዱን 300 ብር 

 0944-22-23-24
 0904-94-48-48

 ከ100 -200 ብር ብቻ ከፍለው አዲስ አበባ ውስጥ ካሉበት እንልካለን

አድራሻችን

መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ


 ካሉበት ሆነው ለማዘዝ ምርጫዎን በፎቶ አድርገው በዚህ ይላኩልን
@1
@2"
